Nombre prénoms déclarés;Sexe;Annee;Prenoms;Nombre total cumule par annee
30;F;2016;Khadija;30
14;M;2016;Lazare;14
138;M;2016;Léon;138
8;F;2016;Leonor;8
28;F;2016;Lilia;28
59;F;2016;Lisa;59
24;F;2016;Livia;24
5;F;2016;Liyah;5
7;F;2016;Lucille;7
5;F;2016;Maéva;5
30;M;2016;Marcus;30
89;F;2016;Margaux;89
14;M;2016;Maximilien;14
7;M;2016;Michael;7
49;M;2016;Milo;49
5;F;2016;Natacha;5
56;M;2016;Octave;56
13;M;2016;Owen;13
10;F;2016;Paola;10
8;F;2016;Rym;8
5;M;2016;Sahel;5
21;F;2016;Salma;21
14;M;2016;Sekou;14
9;M;2016;Seydina;9
16;M;2016;Sohan;16
8;F;2016;Solène;8
7;F;2016;Telma;7
6;M;2016;Terence;6
27;F;2016;Thelma;27
76;F;2016;Valentine;76
5;M;2016;Valérian;5
11;M;2016;Walid;11
5;M;2017;Abderrahmane;5
6;F;2017;Aby;6
9;F;2017;Aïsha;9
5;F;2017;Albertine;5
13;F;2017;Aline;13
12;F;2017;Amalia;12
27;M;2017;Amaury;27
53;F;2017;Ambre;53
80;M;2017;Amir;80
7;M;2017;Andreas;7
251;M;2017;Arthur;251
6;F;2017;Avital;6
13;M;2017;Bakary;13
9;F;2017;Bertille;9
6;F;2017;Éléa;6
52;F;2017;Elena;52
9;F;2017;Elly;9
9;M;2017;Éloi;9
34;M;2017;Emmanuel;34
18;F;2017;Emmanuelle;18
22;F;2017;Emy;22
11;F;2017;Evy;11
20;M;2017;Ezra;20
8;M;2017;Filip;8
30;F;2017;Hawa;30
8;M;2017;Isaiah;8
31;F;2017;Isaure;31
96;M;2017;Ismaël;96
28;M;2017;James;28
48;M;2017;Joshua;48
5;F;2017;Jude;5
74;F;2017;Julia;74
6;F;2017;Layana;6
14;F;2017;Léane;14
118;M;2017;Léon;118
47;M;2017;Léopold;47
10;M;2017;Luis;10
21;M;2017;Lyam;21
6;F;2017;Maelys;6
8;M;2017;Marco;8
121;M;2017;Martin;121
23;M;2017;Mathéo;23
8;M;2017;Matis;8
7;M;2017;Mattéo;7
7;M;2017;Matthew;7
12;F;2017;Maylis;12
6;F;2017;Méline;6
37;M;2017;Milo;37
15;M;2017;Mouhamed;15
5;F;2017;Nadine;5
16;M;2017;Nahil;16
21;F;2017;Nélia;21
7;F;2017;Nélya;7
91;M;2017;Noé;91
60;F;2017;Noémie;60
17;F;2017;Noor;17
14;M;2017;Olivier;14
41;F;2017;Pia;41
19;M;2017;Romain;19
13;F;2017;Sienna;13
14;F;2017;Soumaya;14
8;F;2017;Suzie;8
7;F;2017;Tahel;7
25;M;2017;Yassine;25
132;F;2018;Adèle;132
70;M;2018;Adrien;70
5;M;2018;Alioune;5
28;M;2018;Ambroise;28
66;F;2018;Anaïs;66
32;M;2018;Antonin;32
44;M;2018;Ayden;44
29;F;2018;Blanche;29
93;M;2018;Camille;93
39;M;2018;César;39
47;M;2018;Daniel;47
5;M;2018;Demba;5
6;F;2018;Eleanor;6
13;M;2018;Eliot;13
90;F;2018;Ella;90
24;F;2018;Ellie;24
11;M;2018;Emile;11
8;M;2018;Erwan;8
6;M;2018;Erwann;6
9;F;2018;Farah;9
60;M;2018;Gustave;60
93;M;2018;Ibrahim;93
117;F;2018;Iris;117
8;M;2018;Isaiah;8
22;M;2018;Ismael;22
38;F;2018;Jana;38
31;M;2018;Joshua;31
100;F;2018;Julia;100
5;F;2018;Kahina;5
37;M;2018;Kaïs;37
17;M;2018;Kamil;17
7;F;2018;Khadidiatou;7
35;M;2018;Kylian;35
20;F;2018;Lara;20
20;F;2018;Léana;20
25;M;2018;Leo;25
9;M;2018;Levi;9
55;F;2018;Lisa;55
67;M;2018;Lucien;67
16;F;2018;Mahault;16
25;F;2018;Maïa;25
5;F;2018;Maimouna;5
83;M;2018;Mathis;83
21;F;2018;Mina;21
16;M;2018;Muhammad;16
5;F;2018;Naïs;5
18;F;2018;Nélia;18
15;F;2018;Neyla;15
7;F;2018;Ombeline;7
5;F;2018;Samira;5
5;F;2018;Scarlett;5
7;M;2018;Siméon;7
13;M;2018;Soren;13
28;F;2018;Stella;28
7;F;2018;Thalia;7
5;M;2018;Vassily;5
5;F;2018;Zeynab;5
371;M;2019;Gabriel;371
180;F;2019;Emma;180
128;M;2019;Antoine;128
71;M;2019;Théo;71
44;F;2019;Luna;44
41;F;2019;Maryam;41
37;F;2019;Hawa;37
32;M;2019;Jonas;32
30;F;2019;Joy;30
25;F;2019;Khadija;25
21;F;2019;Paloma;21
20;F;2019;Bérénice;20
20;F;2019;Théa;20
19;M;2019;Ilyas;19
19;M;2019;Ousmane;19
18;M;2019;Abdoul;18
18;M;2019;Nassim;18
17;F;2019;Angèle;17
17;F;2019;Assya;17
16;M;2019;Kassim;16
16;M;2019;Timothé;16
16;F;2019;Adélaïde;16
16;F;2019;Amélie;16
16;F;2019;Naïla;16
15;M;2019;Saul;15
15;F;2019;Athénaïs;15
15;F;2019;Nayla;15
14;M;2019;Aydan;14
14;M;2019;Ferdinand;14
13;M;2019;Elyas;13
13;M;2019;Muhammad;13
12;M;2019;Alix;12
12;M;2019;Zakarya;12
10;M;2019;Ayan;10
10;M;2019;Yahya;10
10;F;2019;Athéna;10
10;F;2019;Elina;10
9;M;2019;Bryan;9
9;M;2019;Malone;9
9;M;2019;Matisse;9
9;M;2019;Mory;9
9;F;2019;Hafsa;9
9;F;2019;Inna;9
9;F;2019;Maïwenn;9
9;F;2019;Rim;9
9;F;2019;Zoey;9
6;F;2020;Louve;6
6;F;2020;Maelys;6
6;F;2020;Marnie;6
6;F;2020;Meryl;6
5;M;2020;Barnabé;5
5;M;2020;Boubou;5
5;M;2020;Eddy;5
5;M;2020;Ishak;5
5;M;2020;Jack;5
5;M;2020;Makan;5
5;M;2020;Walid;5
5;F;2020;Calie;5
5;F;2020;Catalina;5
5;F;2020;Luisa;5
5;F;2020;Matilde;5
5;F;2020;Quitterie;5
233;M;2021;Raphaël;233
90;M;2021;Marius;90
82;M;2021;Andrea;82
73;F;2021;Héloïse;73
72;M;2021;Achille;72
42;M;2021;Evan;42
37;M;2021;Gabin;37
36;M;2021;Arsène;36
35;F;2021;Daphné;35
35;M;2021;Luca;35
31;F;2021;Hortense;31
31;F;2021;Philippine;31
30;F;2021;Andréa;30
28;M;2021;Soan;28
24;F;2021;Théa;24
24;M;2021;Omar;24
22;M;2021;Saul;22
20;M;2021;Mahé;20
18;F;2021;Maxine;18
17;M;2021;Emmanuel;17
16;F;2021;Aaliyah;16
16;M;2021;Levi;16
15;F;2021;Lahna;15
15;F;2021;Rachel;15
14;F;2021;Prune;14
14;F;2021;Zaynab;14
14;M;2021;Matéo;14
13;F;2021;Alyssa;13
13;F;2021;Carmen;13
12;F;2021;Angelina;12
12;F;2021;Lucia;12
12;M;2021;Éden;12
12;M;2021;Imrane;12
12;M;2021;Jason;12
12;M;2021;Zayd;12
11;F;2021;Louna;11
11;M;2021;Hayden;11
10;F;2021;Maé;10
10;M;2021;Eli;10
10;M;2021;Kevin;10
9;F;2021;Ayana;9
9;M;2021;Joud;9
8;F;2021;Éléa;8
8;F;2021;Eléanore;8
8;M;2021;Clovis;8
8;M;2021;Zakariya;8
7;F;2021;Tahel;7
7;M;2021;Jimmy;7
7;M;2021;Laurent;7
7;M;2021;Yossef;7
6;F;2021;Abigail;6
6;F;2021;Aylin;6
6;F;2021;Calie;6
6;F;2021;Candice;6
6;F;2021;Kadiatou;6
6;F;2021;Layel;6
6;F;2021;Leah;6
6;F;2021;Mélodie;6
6;M;2021;Aïden;6
6;M;2021;Isidore;6
6;M;2021;Jim;6
5;F;2021;Amélie;5
5;F;2021;Elie;5
5;F;2021;Grâce;5
5;F;2021;Ivana;5
5;F;2021;Justine;5
5;M;2021;Abd;5
5;M;2021;Eliam;5
5;M;2021;Harouna;5
5;M;2021;Imad;5
5;M;2021;Miguel;5
5;M;2021;Seydina;5
5;M;2021;Shams;5
5;M;2021;Sidy;5
8;F;2019;Louane;8
8;F;2019;Lynn;8
8;F;2019;Martha;8
8;F;2019;Zeynab;8
7;M;2019;Aden;7
7;M;2019;Nelson;7
7;F;2019;Selena;7
7;F;2019;Sonia;7
6;M;2019;Ron;6
6;M;2019;Sidy;6
6;F;2019;Calypso;6
6;F;2019;Evy;6
6;F;2019;Ivana;6
6;F;2019;Johanna;6
6;F;2019;Kadidia;6
6;F;2019;Lyanna;6
6;F;2019;Malak;6
6;F;2019;Myla;6
5;M;2019;Billy;5
5;M;2019;Kaïss;5
5;M;2019;Lewis;5
5;M;2019;Marley;5
5;M;2019;Silas;5
5;M;2019;Solan;5
5;M;2019;Ziad;5
5;F;2019;Anita;5
5;F;2019;Audrey;5
5;F;2019;Chana;5
5;F;2019;Élina;5
5;F;2019;Gaëlle;5
5;F;2019;Joey;5
5;F;2019;Luisa;5
5;F;2019;Maylis;5
252;M;2020;Raphaël;252
138;F;2020;Anna;138
113;M;2020;Noé;113
86;M;2020;Ismaël;86
49;M;2020;Imran;49
46;F;2020;Mathilde;46
43;F;2020;Liv;43
40;M;2020;Benjamin;40
40;M;2020;Gabin;40
39;M;2020;Pierre;39
33;M;2020;Naïm;33
29;F;2020;Mya;29
26;F;2020;Sophie;26
25;F;2020;Norah;25
21;F;2020;Lison;21
18;M;2020;Oumar;18
15;F;2020;Assya;15
14;M;2020;Ryan;14
14;F;2020;Ayline;14
13;M;2020;Timothé;13
12;M;2020;Neil;12
12;F;2020;Arya;12
11;M;2020;Édouard;11
11;F;2020;Léopoldine;11
10;M;2020;Ari;10
10;M;2020;Habib;10
10;F;2020;Ania;10
10;F;2020;Gisèle;10
9;F;2020;Amandine;9
9;F;2020;Astrid;9
9;F;2020;Emily;9
9;F;2020;Nine;9
8;M;2020;El;8
8;M;2020;Imrane;8
8;M;2020;Moustapha;8
7;M;2020;Mael;7
7;M;2020;Michael;7
7;M;2020;Ziyad;7
7;F;2020;Firdaws;7
7;F;2020;Milla;7
7;F;2020;Rachel;7
6;M;2020;Andrew;6
6;M;2020;Aymeric;6
6;M;2020;Etienne;6
6;M;2020;Gaspar;6
6;M;2020;Nissim;6
6;M;2020;Sixte;6
6;F;2020;Arielle;6
8;F;2012;Abigaël;8
41;M;2012;Amir;41
10;M;2012;Anselme;10
182;M;2012;Antoine;182
22;M;2012;Auguste;22
57;F;2012;Aya;57
5;F;2012;Blandine;5
8;M;2012;Calixte;8
32;F;2012;Célia;32
10;M;2012;Cheick;10
54;M;2012;Côme;54
6;F;2012;Danaé;6
7;F;2012;Elly;7
6;M;2012;Étienne;6
12;M;2012;Fares;12
15;F;2012;Flore;15
99;F;2012;Gabrielle;99
5;F;2012;Inés;5
13;M;2012;Jayden;13
5;M;2012;Juan;5
5;F;2012;Junon;5
39;F;2012;Justine;39
6;F;2012;Kate;6
5;F;2012;Katell;5
13;F;2012;Léonore;13
142;F;2012;Lina;142
5;M;2012;Lyes;5
22;F;2012;Maëlle;22
37;F;2012;Maïa;37
9;F;2012;Mélanie;9
9;F;2012;Meriem;9
7;M;2012;Mohamed-Ali;7
9;M;2012;Moïse;9
14;M;2012;Nahel;14
9;M;2012;Naïl;9
5;F;2012;Niouma;5
69;M;2012;Noé;69
8;F;2012;Ornella;8
15;M;2012;Philippe;15
9;F;2012;Rahma;9
25;M;2012;Rémi;25
66;M;2012;Robin;66
37;F;2012;Sasha;52
6;F;2012;Taïna;6
27;F;2012;Thaïs;27
33;M;2012;Vadim;33
62;M;2012;William;62
6;F;2013;Adélie;6
7;M;2013;Albin;7
43;F;2013;Alma;43
11;M;2013;Aloïs;11
41;M;2013;Amaury;41
24;F;2013;Ana;24
5;M;2013;Andréas;5
7;M;2013;Aydan;7
6;F;2013;Béatrice;6
6;M;2013;Boubacar;6
5;M;2013;Camilo;5
14;M;2013;Charly;14
6;F;2013;Chayma;6
67;M;2013;David;67
6;F;2013;Delia;6
6;F;2013;Eleanor;6
8;F;2013;Elif;8
14;M;2013;Elyes;14
8;F;2013;Emilia;8
17;F;2013;Émilie;17
6;M;2013;Germain;6
17;F;2013;Hana;17
5;F;2013;Hatouma;5
6;M;2013;Ishak;6
8;M;2013;Jassim;8
8;M;2013;Jérémie;8
5;F;2013;Jill;5
12;M;2013;Joakim;12
6;M;2013;Jonah;6
88;M;2013;Léon;88
9;F;2013;Lilas;9
6;M;2013;Loris;6
24;F;2013;Louna;24
5;M;2013;Luke;5
26;F;2013;Manel;26
14;F;2013;Marguerite;14
62;M;2013;Marius;62
7;F;2013;Mélodie;7
210;M;2013;Mohamed;210
6;F;2013;Naïa;6
12;M;2013;Naïl;12
10;M;2013;Nathaniel;10
7;F;2013;Nayla;7
26;M;2013;Noa;26
7;M;2013;Oren;7
6;M;2013;Orso;6
5;F;2013;Ranya;5
23;M;2013;Rayane;23
6;F;2013;Rivka;6
55;F;2013;Romy;55
6;F;2013;Sacha;156
27;F;2013;Salma;27
8;F;2013;Samira;8
17;F;2013;Sixtine;17
19;M;2013;Sofiane;19
41;F;2013;Stella;41
18;M;2013;Timothé;18
5;M;2013;Tommy;5
12;M;2013;Tony;12
15;M;2013;Virgile;15
7;F;2013;Viviane;7
17;M;2013;Yann;17
5;M;2013;Yazid;5
6;M;2013;Yohann;6
5;F;2013;Yumi;5
8;M;2013;Yvan;8
7;F;2013;Zeynab;7
27;M;2014;Abdoulaye;27
6;F;2014;Abigaël;6
5;F;2014;Aby;5
13;F;2014;Agnès;13
10;M;2014;Albert;10
211;F;2014;Alice;211
6;F;2014;Alizée;6
17;F;2014;Amy;17
25;F;2014;Ana;25
31;M;2014;Andrea;31
5;M;2014;Arslane;5
7;M;2014;Badis;7
6;M;2014;Baudouin;6
10;F;2014;Camila;10
6;M;2014;Christopher;6
103;F;2014;Clara;103
11;M;2014;Darius;11
6;F;2014;Djeneba;6
5;M;2014;Élias;5
9;M;2014;Eliel;9
5;F;2014;Éline;5
19;F;2014;Elya;19
8;M;2014;Eugène;8
6;M;2014;Eyal;6
5;M;2014;Fabien;5
11;F;2014;Fatim;11
17;M;2014;Ferdinand;17
11;M;2014;Gauthier;11
39;F;2014;Giulia;39
8;F;2014;Hajar;8
12;F;2014;Halima;12
36;M;2014;Henri;36
8;F;2014;Hermance;8
6;M;2014;Jayan;6
11;F;2014;Jennah;11
6;M;2014;Joris;6
16;F;2014;June;16
5;M;2014;Kenzi;5
10;M;2014;Lazare;10
5;M;2014;Liham;5
7;F;2014;Lilas;7
6;M;2014;Lilian;6
5;M;2014;Lirone;5
301;M;2014;Louis;301
5;F;2014;Lyne;5
8;F;2014;Manelle;8
6;F;2014;Martha;6
10;F;2014;Matilda;10
8;M;2014;Maxim;8
6;F;2014;Méline;6
6;M;2014;Melvil;6
19;M;2014;Mohammed;19
14;F;2014;Mona;14
11;M;2014;Nahel;11
7;F;2014;Natalia;7
67;F;2014;Nour;67
43;F;2014;Roxane;43
7;M;2014;Saad;7
5;F;2014;Safia;5
8;M;2014;Santiago;8
8;M;2014;Sébastien;8
98;F;2014;Sofia;98
28;M;2014;Sofiane;28
5;M;2014;Souleyman;5
7;F;2014;Tania;7
12;F;2014;Théa;12
7;F;2014;Tiana;7
6;M;2014;Ugo;6
57;M;2014;Ulysse;57
9;F;2014;Vanessa;9
28;M;2014;Wassim;28
21;M;2014;Youcef;21
24;M;2014;Youssouf;24
45;F;2015;Aïcha;45
62;F;2015;Ambre;62
12;F;2015;Amelia;12
11;F;2015;Amélia;11
22;F;2015;Amina;22
27;F;2015;Anaëlle;27
18;M;2015;André;18
12;M;2015;Ariel;12
5;F;2015;Assa;5
7;F;2015;Aude;7
5;M;2015;Aviel;5
28;M;2015;Ayden;28
11;M;2015;Ayman;11
15;M;2015;Aymen;15
18;M;2015;Balthazar;18
55;F;2015;Capucine;55
5;F;2015;Chaima;5
29;F;2015;Charlie;35
7;F;2015;Christina;7
7;F;2015;Dahlia;7
9;F;2015;Dana;9
10;F;2015;Dania;10
18;M;2015;Dylan;18
6;F;2015;Eléna;6
5;F;2015;Eliza;5
14;F;2015;Elya;14
27;M;2015;Elyas;27
5;F;2015;Emeline;5
26;M;2015;Ernest;26
9;F;2015;Ève;9
6;M;2015;Eythan;6
5;M;2015;Foucauld;5
59;M;2015;Hector;59
6;F;2015;Hermine;6
6;F;2015;Hidaya;6
34;F;2015;Hortense;34
37;M;2015;Imran;37
13;F;2015;Izia;13
5;M;2015;Jean-Baptiste;5
15;F;2015;Joy;15
7;F;2015;Juliana;7
6;M;2015;Kahil;6
7;M;2015;Kassim;7
5;F;2015;Katia;5
8;M;2015;Levi;8
6;F;2015;Lucille;6
5;M;2015;Lukas;5
8;F;2015;Lydia;8
7;F;2015;Meryem;7
8;F;2015;Milena;8
40;M;2015;Moussa;40
14;F;2015;Océane;14
6;F;2015;Oona;6
7;F;2015;Ora;7
6;F;2015;Perla;6
13;M;2015;Philippe;13
25;F;2015;Philippine;25
10;F;2015;Prune;10
17;F;2015;Rebecca;17
7;M;2015;Siméon;7
100;M;2015;Simon;100
5;M;2015;Skander;5
6;F;2015;Sohane;6
5;F;2015;Swann;22
12;M;2015;Tao;12
11;M;2015;Waël;11
95;M;2015;Yanis;95
5;F;2015;Yasmina;5
8;M;2015;Yoan;8
25;M;2015;Youssouf;25
6;F;2015;Yuna;6
9;F;2015;Zahra;9
12;M;2016;Albert;12
15;M;2016;Alex;15
5;M;2016;Amara;5
9;F;2016;Amélia;9
5;M;2016;Andrew;5
140;F;2016;Anna;140
15;M;2016;Anthony;15
30;M;2016;Antonin;30
5;F;2016;Armance;5
5;M;2016;Armel;5
146;M;2016;Augustin;146
26;M;2016;Ayden;26
22;M;2016;Aymen;22
5;F;2016;Béatrice;5
13;M;2016;Boubacar;13
7;F;2016;Cécilia;7
6;F;2016;Christine;6
25;F;2016;Clémentine;25
74;M;2016;Côme;74
66;F;2016;Constance;66
20;M;2016;Constantin;20
5;F;2016;Dieynaba;5
6;M;2016;Édouard;6
17;F;2016;Elia;17
26;M;2016;Elliot;26
5;F;2016;Elona;5
11;F;2016;Farah;11
5;F;2016;Fatim;5
50;M;2016;Gabin;50
115;F;2016;Gabrielle;115
31;F;2016;Hawa;31
10;F;2016;Isabelle;10
9;F;2016;Jane;9
13;F;2016;Jenna;13
8;F;2016;Jessica;8
6;F;2016;Karen;6
5;F;2016;Keren;5
6;F;2016;Kheira;6
6;M;2016;Laurent;6
5;F;2016;Leya;5
9;M;2016;Louay;9
6;F;2016;Lyse;6
7;M;2016;Macéo;7
7;F;2016;Mame;7
44;M;2016;Marin;44
9;M;2016;Matias;9
5;F;2016;Mélia;5
6;M;2016;Michaël;6
184;M;2016;Mohamed;184
7;M;2016;Mohammad;7
8;F;2016;Naëlle;8
6;M;2016;Nahel;6
35;F;2016;Naomi;35
5;F;2016;Nesrine;5
10;F;2016;Nine;10
7;F;2016;Oona;7
9;F;2016;Rebecca;9
6;F;2016;Rokia;6
22;F;2016;Rosalie;22
7;M;2016;Roy;7
8;F;2016;Sacha;146
15;F;2016;Sana;15
7;F;2016;Scarlett;7
5;M;2016;Seydou;5
6;F;2016;Simone;6
16;M;2016;Sofiane;16
29;F;2016;Soline;29
6;M;2016;Stéphane;6
5;M;2016;Valère;5
7;F;2016;Viktoria;7
9;M;2016;Vladimir;9
5;F;2016;Yakine;5
10;M;2016;Younès;10
318;M;2017;Adam;318
6;F;2017;Aïssatou;6
87;F;2017;Alma;87
40;F;2017;Aminata;40
6;M;2017;Angelo;6
9;F;2017;April;9
6;M;2017;Arnaud;6
9;F;2017;Avril;9
34;M;2017;Ayden;34
7;M;2017;Bradley;7
13;M;2017;Constantin;13
5;F;2017;Cyrine;5
26;M;2017;Djibril;26
5;F;2017;Elikya;5
12;F;2017;Eline;12
30;F;2017;Élise;30
7;F;2017;Emily;7
29;M;2017;Esteban;29
7;M;2017;Fabio;7
7;F;2017;Fatimata;7
53;M;2017;Gabin;53
6;F;2017;Gala;6
8;M;2017;Gauthier;8
5;M;2017;Grégory;5
5;M;2017;Habib;5
5;F;2017;Hanaa;5
32;F;2017;Hanna;32
9;M;2017;Harry;9
5;M;2017;Hélio;5
7;M;2017;Ilhan;7
6;F;2017;Iliana;6
19;M;2017;Ilyas;19
8;F;2017;Imany;8
58;M;2017;Imran;58
9;F;2017;India;9
33;F;2017;Ines;33
9;F;2017;Jessica;9
5;M;2017;Jibril;5
107;F;2017;Joséphine;107
21;F;2017;Justine;21
7;M;2017;Kenzi;7
13;M;2017;Kevin;13
5;F;2017;Kiara;5
14;M;2017;Lamine;14
5;M;2017;Levi;5
17;F;2017;Louna;17
107;F;2017;Manon;107
5;F;2017;Margo;5
11;M;2017;Maximilien;11
69;F;2017;Maya;69
5;M;2017;Pacôme;5
8;F;2017;Paula;8
100;F;2017;Romane;100
5;F;2017;Ruby;5
11;M;2017;Ryan;11
22;F;2017;Salma;22
15;M;2017;Sam;15
5;F;2017;Saran;5
5;F;2017;Shanaya;5
5;M;2017;Siaka;5
15;M;2017;Siméon;15
5;F;2017;Soujoud;5
5;M;2017;Taha;5
5;M;2017;Tao;5
11;F;2017;Tara;11
11;M;2017;Thiago;11
7;M;2017;Tyler;7
15;M;2017;Virgile;15
8;F;2017;Zeinab;8
5;F;2018;Abigaël;5
25;M;2018;Aksel;25
25;F;2018;Alba;25
5;F;2018;Alessia;5
9;M;2018;Alphonse;9
7;F;2018;Alycia;7
22;F;2018;Amalia;22
51;F;2018;Ambre;51
48;F;2018;Aminata;48
16;F;2018;Anastasia;16
7;F;2018;Antonia;7
264;M;2018;Arthur;264
152;M;2018;Augustin;152
5;M;2018;Auxence;5
12;M;2018;Bastien;12
11;F;2018;Billie;11
10;F;2018;Camila;10
98;F;2018;Camille;191
7;F;2018;Carmen;7
5;F;2018;Cassandra;5
21;M;2018;Djibril;21
6;F;2018;Eléna;6
92;M;2018;Eliott;92
20;F;2018;Émilie;20
5;M;2018;Emir;5
50;M;2018;Enzo;50
6;M;2018;Ézéchiel;6
12;M;2018;Fares;12
21;M;2018;Grégoire;21
27;F;2018;Hannah;27
15;M;2018;Harry;15
6;M;2018;Hassan;6
6;M;2018;Hélie;6
97;F;2018;Joséphine;97
13;F;2018;June;13
14;F;2018;Kayla;14
6;F;2018;Leyla;6
41;M;2018;Luca;41
82;F;2018;Lucie;82
12;F;2018;Lucile;12
17;F;2018;Lya;17
6;F;2018;Lyah;6
17;M;2018;Marc;17
17;F;2018;Marwa;17
29;M;2018;Mathias;29
18;M;2018;Melchior;18
9;F;2018;Meriem;9
15;M;2018;Moustapha;15
60;M;2018;Noam;60
6;F;2018;Rania;6
6;M;2018;Rémy;6
6;F;2018;Ritaj;6
7;F;2018;Sakina;7
7;F;2018;Shirel;7
5;M;2018;Silas;5
6;F;2018;Swann;23
5;F;2018;Talya;5
7;F;2018;Tasnime;7
5;M;2018;Téo;5
76;M;2018;Thomas;76
6;F;2018;Tiana;6
10;M;2018;Vincent;10
16;F;2018;Yaël;16
7;F;2018;Yousra;7
88;F;2019;Alix;88
83;M;2019;Ismaël;83
71;F;2019;Diane;71
67;M;2019;Gustave;67
57;M;2019;Félix;57
43;M;2019;Adrien;43
39;M;2019;Rafael;39
37;M;2019;Jad;37
37;F;2019;Awa;37
33;F;2019;Elisa;33
32;F;2019;Hannah;32
25;F;2019;Jennah;25
25;F;2019;Livia;25
19;M;2019;Hadrien;19
19;F;2019;Imane;19
19;F;2019;Pénélope;19
18;F;2019;Leïla;18
17;F;2019;Charline;17
16;F;2019;Julie;16
15;M;2019;Dan;15
15;M;2019;Elijah;15
15;F;2019;Assiya;15
15;F;2019;Liya;15
14;F;2019;Amy;14
11;F;2019;Mayssa;11
10;F;2019;Ada;10
10;F;2019;Ethel;10
9;M;2019;Habib;9
9;M;2019;Zachary;9
9;F;2019;Dalia;9
9;F;2019;Léane;9
8;M;2019;Doron;8
8;M;2019;Jude;8
6;F;2020;Léonor;6
6;F;2020;Maud;6
6;F;2020;Perla;6
5;M;2020;Andreas;5
5;M;2020;Christopher;5
5;M;2020;Natan;5
5;M;2020;Tony;5
5;F;2020;Joudia;5
5;F;2020;Roxanne;5
142;F;2021;Olivia;142
131;M;2021;Augustin;131
124;M;2021;Sacha;124
121;F;2021;Victoria;121
119;F;2021;Joséphine;119
119;M;2021;Liam;119
91;M;2021;Eliott;91
91;M;2021;Marceau;91
89;F;2021;Inès;89
78;F;2021;Diane;78
55;M;2021;César;55
54;M;2021;Enzo;54
41;M;2021;Naïm;41
29;F;2021;Hana;29
28;M;2021;Aksel;28
26;F;2021;Yaël;26
24;F;2021;Maïa;24
22;F;2021;Line;22
21;F;2021;Ayla;21
20;F;2021;Naomie;20
19;M;2021;Adem;19
19;M;2021;Harry;19
17;M;2021;Élie;17
17;M;2021;Ismaïl;17
17;M;2021;Tiago;17
15;F;2021;Émilie;15
15;F;2021;Layana;15
15;F;2021;Rym;15
14;F;2021;Paula;14
14;F;2021;Simone;14
14;M;2021;Alphonse;14
10;M;2021;Ismail;10
9;F;2021;Anya;9
9;F;2021;Emily;9
9;F;2021;Tesnim;9
9;M;2021;Yusuf;9
8;F;2021;Bonnie;8
8;F;2021;Cassandre;8
8;F;2021;Ela;8
8;F;2021;Meriem;8
8;F;2021;Sidra;8
8;F;2021;Zeynab;8
8;M;2021;Bakary;8
8;M;2021;Jude;8
8;M;2021;Luis;8
8;M;2021;Matisse;8
7;F;2021;Noura;7
7;M;2021;Ben;7
7;M;2021;Clarence;7
7;M;2021;Timothé;7
6;F;2021;Eliana;6
6;M;2021;Anis;6
6;M;2021;Denis;6
6;M;2021;Gary;6
6;M;2021;John;6
6;M;2021;Racim;6
5;M;2021;Aylane;5
5;M;2021;Dany;5
5;M;2021;Elouan;5
5;M;2021;Firas;5
5;M;2021;Joël;5
5;M;2021;Matthew;5
5;M;2021;Nathanael;5
5;M;2021;Nikola;5
8;M;2019;Valentino;8
8;F;2019;Anaya;8
7;M;2019;Malek;7
7;M;2019;Melvil;7
7;F;2019;Mayline;7
7;F;2019;Nelia;7
7;F;2019;Saran;7
6;M;2019;Ezio;6
6;M;2019;Luis;6
6;M;2019;Riyad;6
6;M;2019;Thaddée;6
6;M;2019;Yacoub;6
6;F;2019;Amaya;6
6;F;2019;Melissa;6
5;M;2019;Idrissa;5
5;M;2019;Joud;5
5;M;2019;Yakoub;5
5;F;2019;Hidaya;5
5;F;2019;Sidonie;5
178;M;2020;Joseph;178
114;F;2020;Eva;114
94;M;2020;Nathan;94
93;F;2020;Diane;93
91;F;2020;Lou;91
85;M;2020;Marius;85
71;M;2020;Rayan;71
70;F;2020;Manon;70
61;M;2020;Eden;61
47;F;2020;Billie;47
44;F;2020;Lana;44
44;F;2020;Olympe;44
42;M;2020;Sohan;42
33;F;2020;Zélie;33
31;F;2020;Hana;31
28;M;2020;Souleymane;28
26;F;2020;Mona;26
26;F;2020;Philippine;26
23;M;2020;Ibrahima;23
21;M;2020;Soan;21
20;M;2020;Lenny;20
19;M;2020;Amaury;19
18;M;2020;Théophile;18
18;F;2020;Kenza;18
18;F;2020;Sibylle;18
17;F;2020;Rosalie;17
16;F;2020;Amelia;16
15;M;2020;Elliott;15
11;M;2020;Aymen;11
11;F;2020;Dahlia;11
10;F;2020;Rania;10
9;F;2020;Kiara;9
9;F;2020;Melissa;9
9;F;2020;Tasnim;9
8;M;2020;Bilel;8
8;M;2020;Karl;8
8;M;2020;Matisse;8
8;F;2020;Irina;8
7;M;2020;Doron;7
7;M;2020;Mattia;7
7;F;2020;Binta;7
7;F;2020;Blandine;7
7;F;2020;Tali;7
6;M;2020;Adan;6
6;M;2020;Camil;6
6;M;2020;Dany;6
6;M;2020;Jérémie;6
6;M;2020;Leandro;6
6;F;2020;Angela;6
6;F;2020;Éléanore;6
